,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
6/4/2017,15:15,29.26,1.699,0.85,1.45,8.61,113,13.88
6/4/2017,15:30,29.22,1.701,0.85,1.45,8.26,108.3,13.88
6/4/2017,15:45,29.17,1.704,0.85,1.446,8.3,108.7,13.87
6/4/2017,16:00,29.23,1.704,0.85,1.448,8.49,111.4,13.87
6/4/2017,16:15,29.24,1.707,0.86,1.448,8.5,111.5,13.87
6/4/2017,16:30,29.46,1.706,0.85,1.45,8.89,117,13.87
6/4/2017,16:45,29.53,1.71,0.86,1.449,9.13,120.4,13.85
6/4/2017,17:00,29.54,1.714,0.86,1.446,9.08,119.7,13.58
6/4/2017,17:15,29.59,1.717,0.86,1.45,9.1,120.1,13.87
6/4/2017,17:30,29.56,1.719,0.86,1.446,9.06,119.5,13.33
6/4/2017,17:45,29.56,1.721,0.86,1.444,9.04,119.3,13.12
6/4/2017,18:00,29.58,1.724,0.86,1.446,8.86,116.9,12.96
6/4/2017,18:15,29.46,1.724,0.86,1.443,8.79,115.8,12.96
6/4/2017,18:30,29.4,1.723,0.86,1.449,8.67,114.1,13
6/4/2017,18:45,29.33,1.724,0.86,1.444,8.65,113.7,12.78
6/4/2017,19:00,29.35,1.724,0.86,1.442,8.4,110.4,12.55
6/4/2017,19:15,28.99,1.724,0.86,1.439,8.18,106.9,12.35
6/4/2017,19:30,28.81,1.723,0.86,1.436,8.16,106.2,12.38
6/4/2017,19:45,28.56,1.723,0.86,1.434,8.14,105.5,12.4
6/4/2017,20:00,28.35,1.722,0.86,1.431,8.07,104.3,12.4
6/4/2017,20:15,28.18,1.722,0.86,1.428,8.07,103.9,12.38
6/4/2017,20:30,28,1.722,0.86,1.425,8.01,102.9,12.4
6/4/2017,20:45,27.8,1.721,0.86,1.424,7.99,102.2,12.36
6/4/2017,21:00,27.67,1.722,0.87,1.422,7.85,100.2,12.38
6/4/2017,21:15,27.54,1.721,0.87,1.42,7.78,99.1,12.38
6/4/2017,21:30,27.44,1.722,0.87,1.419,7.75,98.5,12.38
6/4/2017,21:45,27.34,1.722,0.87,1.417,7.66,97.1,12.38
6/4/2017,22:00,27.24,1.723,0.87,1.416,7.53,95.4,12.35
6/4/2017,22:15,27.15,1.723,0.87,1.415,7.44,94,12.36
6/4/2017,22:30,27.06,1.723,0.87,1.414,7.43,93.8,12.37
6/4/2017,22:45,26.98,1.724,0.87,1.414,7.35,92.6,12.36
6/4/2017,23:00,26.88,1.724,0.87,1.412,7.18,90.4,12.36
6/4/2017,23:15,26.81,1.724,0.87,1.411,7.25,91.1,12.36
6/4/2017,23:30,26.72,1.724,0.87,1.41,7.15,89.7,12.36
6/4/2017,23:45,26.61,1.725,0.87,1.41,7.1,88.9,12.36
6/5/2017,0:00,26.55,1.725,0.87,1.408,7.04,88,12.35
6/5/2017,0:15,26.47,1.725,0.87,1.405,7.01,87.6,12.35
6/5/2017,0:30,26.37,1.726,0.87,1.407,6.9,86.1,12.35
6/5/2017,0:45,26.27,1.726,0.87,1.403,6.91,86,12.34
6/5/2017,1:00,26.17,1.726,0.87,1.403,6.8,84.5,12.34
6/5/2017,1:15,26.06,1.726,0.87,1.401,6.75,83.7,12.34
6/5/2017,1:30,26.03,1.726,0.87,1.4,6.56,81.3,12.34
6/5/2017,1:45,25.97,1.727,0.87,1.401,6.63,82,12.34
6/5/2017,2:00,25.88,1.728,0.87,1.397,6.59,81.5,12.32
6/5/2017,2:15,25.8,1.728,0.87,1.397,6.55,80.8,12.32
6/5/2017,2:30,25.71,1.727,0.87,1.396,6.5,80.1,12.31
6/5/2017,2:45,25.66,1.728,0.87,1.394,6.43,79.2,12.31
6/5/2017,3:00,25.58,1.728,0.87,1.394,6.43,79,12.31
6/5/2017,3:15,25.46,1.729,0.87,1.393,6.4,78.5,12.31
6/5/2017,3:30,25.34,1.729,0.87,1.393,6.39,78.1,12.3
6/5/2017,3:45,25.24,1.729,0.87,1.391,6.33,77.4,12.3
6/5/2017,4:00,25.16,1.729,0.87,1.386,6.17,75.2,12.3
6/5/2017,4:15,25.14,1.73,0.87,1.388,6.07,74,12.3
6/5/2017,4:30,25.1,1.731,0.87,1.389,6.02,73.4,12.28
6/5/2017,4:45,24.99,1.731,0.87,1.387,5.98,72.7,12.28
6/5/2017,5:00,24.9,1.731,0.87,1.386,5.97,72.4,12.31
6/5/2017,5:15,24.83,1.731,0.87,1.386,5.89,71.5,12.31
6/5/2017,5:30,24.76,1.732,0.87,1.383,5.88,71.1,12.32
6/5/2017,5:45,24.68,1.732,0.87,1.383,5.89,71.2,12.35
6/5/2017,6:00,24.64,1.732,0.87,1.382,5.85,70.7,12.38
6/5/2017,6:15,24.58,1.733,0.87,1.382,5.85,70.6,12.44
6/5/2017,6:30,24.52,1.733,0.88,1.377,5.83,70.3,12.4
6/5/2017,6:45,24.46,1.733,0.88,1.379,5.78,69.6,12.41
6/5/2017,7:00,24.42,1.734,0.88,1.378,5.82,70.1,12.46
6/5/2017,7:15,24.36,1.734,0.88,1.377,5.82,70,12.59
6/5/2017,7:30,24.32,1.734,0.88,1.376,5.81,69.8,12.59
6/5/2017,7:45,24.28,1.735,0.88,1.375,5.71,68.5,12.59
6/5/2017,8:00,24.21,1.735,0.88,1.381,5.63,67.4,12.55
6/5/2017,8:15,24.15,1.735,0.88,1.379,5.62,67.3,12.67
6/5/2017,8:30,24.13,1.736,0.88,1.38,5.65,67.6,12.72
6/5/2017,8:45,24.11,1.736,0.88,1.378,5.65,67.6,12.8
6/5/2017,9:00,24.11,1.736,0.88,1.379,5.6,67,12.91
6/5/2017,9:15,24.12,1.737,0.88,1.378,5.64,67.5,13.13
6/5/2017,9:30,24.15,1.737,0.88,1.379,5.77,69.1,13.16
6/5/2017,9:45,24.19,1.738,0.88,1.384,5.83,69.9,13.08
6/5/2017,10:00,24.24,1.738,0.88,1.383,5.97,71.5,13.04
6/5/2017,10:15,24.27,1.739,0.88,1.387,6.16,73.9,13.02
6/5/2017,10:30,24.26,1.739,0.88,1.389,6.1,73.2,13.13
6/5/2017,10:45,24.25,1.739,0.88,1.388,6.12,73.4,13.18
6/5/2017,11:00,24.25,1.74,0.88,1.388,6.07,72.8,13.01
6/5/2017,11:15,24.24,1.74,0.88,1.388,6.11,73.3,12.82
6/5/2017,11:30,24.2,1.74,0.88,1.39,6.22,74.5,13.49
6/5/2017,11:45,24.21,1.74,0.88,1.392,6.3,75.5,14.02
6/5/2017,12:00,24.22,1.74,0.88,1.39,6.34,76,13.43
6/5/2017,12:15,24.26,1.741,0.88,1.392,6.4,76.7,13.99
6/5/2017,12:30,24.31,1.741,0.88,1.393,6.39,76.7,13.56
6/5/2017,12:45,24.34,1.742,0.88,1.393,6.41,77.1,13.68
6/5/2017,13:00,24.36,1.742,0.88,1.393,6.48,77.9,14.02
6/5/2017,13:15,24.39,1.743,0.88,1.395,6.27,75.4,14
6/5/2017,13:30,24.42,1.743,0.88,1.395,6.48,78,14
6/5/2017,13:45,24.46,1.743,0.88,1.394,6.5,78.2,14.02
6/5/2017,14:00,24.47,1.744,0.88,1.395,6.35,76.5,14
6/5/2017,14:15,24.43,1.744,0.88,1.398,6.38,76.8,13.99
6/5/2017,14:30,24.58,1.744,0.88,1.398,6.5,78.5,13.99
6/5/2017,14:45,24.61,1.745,0.88,1.398,6.69,80.8,13.99
6/5/2017,15:00,24.61,1.745,0.88,1.396,6.68,80.6,13.99
6/5/2017,15:15,24.63,1.745,0.88,1.397,6.8,82.1,13.98
6/5/2017,15:30,24.67,1.745,0.88,1.397,6.61,79.9,13.98
6/5/2017,15:45,24.73,1.746,0.88,1.397,6.81,82.4,13.98
6/5/2017,16:00,24.77,1.746,0.88,1.398,6.97,84.4,13.98
6/5/2017,16:15,24.78,1.747,0.88,1.398,7.01,85,13.97
6/5/2017,16:30,24.77,1.747,0.88,1.399,7.1,86,13.98
6/5/2017,16:45,24.77,1.747,0.88,1.399,7.11,86.1,13.98
6/5/2017,17:00,24.77,1.748,0.88,1.398,6.96,84.3,13.98
6/5/2017,17:15,24.76,1.748,0.88,1.399,6.97,84.5,13.54
6/5/2017,17:30,24.77,1.748,0.88,1.398,7.1,86,13.92
6/5/2017,17:45,24.78,1.748,0.88,1.398,7.05,85.3,13.39
6/5/2017,18:00,24.77,1.749,0.88,1.399,7,84.8,13.34
6/5/2017,18:15,24.74,1.749,0.88,1.399,7.12,86.1,13.28
6/5/2017,18:30,24.73,1.749,0.88,1.398,7.12,86.2,13.09
6/5/2017,18:45,24.71,1.749,0.88,1.397,7.2,87.1,12.86
6/5/2017,19:00,24.7,1.749,0.88,1.396,7.12,86.1,12.59
6/5/2017,19:15,24.65,1.749,0.88,1.396,7.2,87,12.4
6/5/2017,19:30,24.62,1.749,0.88,1.396,7.13,86.1,12.35
6/5/2017,19:45,24.58,1.749,0.88,1.396,7.07,85.3,12.36
6/5/2017,20:00,24.53,1.749,0.88,1.395,7.01,84.5,12.37
6/5/2017,20:15,24.5,1.749,0.88,1.395,6.91,83.3,12.36
6/5/2017,20:30,24.46,1.749,0.88,1.395,6.84,82.3,12.36
6/5/2017,20:45,24.42,1.749,0.88,1.394,6.88,82.7,12.37
6/5/2017,21:00,24.37,1.749,0.88,1.394,6.79,81.6,12.36
6/5/2017,21:15,24.33,1.749,0.88,1.394,6.76,81.2,12.36
6/5/2017,21:30,24.28,1.749,0.88,1.393,6.49,77.9,12.36
6/5/2017,21:45,24.21,1.75,0.88,1.392,6.65,79.7,12.36
6/5/2017,22:00,24.18,1.749,0.88,1.392,6.58,78.8,12.36
6/5/2017,22:15,24.15,1.749,0.88,1.391,6.65,79.6,12.36
6/5/2017,22:30,24.12,1.749,0.88,1.391,6.54,78.3,12.36
6/5/2017,22:45,24.08,1.749,0.88,1.39,6.49,77.7,12.35
6/5/2017,23:00,24.04,1.749,0.88,1.391,6.46,77.2,12.35
6/5/2017,23:15,23.98,1.749,0.88,1.389,6.55,78.1,12.34
6/5/2017,23:30,23.92,1.749,0.88,1.389,6.62,78.9,12.34
6/5/2017,23:45,23.85,1.749,0.88,1.388,6.63,78.9,12.34
6/6/2017,0:00,23.79,1.749,0.88,1.387,6.61,78.6,12.34
6/6/2017,0:15,23.74,1.748,0.88,1.387,6.48,77,12.34
6/6/2017,0:30,23.67,1.748,0.88,1.386,6.47,76.8,12.34
6/6/2017,0:45,23.61,1.748,0.88,1.386,6.42,76.1,12.34
6/6/2017,1:00,23.55,1.748,0.88,1.386,6.32,74.8,12.32
6/6/2017,1:15,23.47,1.748,0.88,1.384,6.44,76.2,12.31
6/6/2017,1:30,23.41,1.748,0.88,1.384,6.35,75,12.32
6/6/2017,1:45,23.34,1.748,0.88,1.383,6.31,74.4,12.31
6/6/2017,2:00,23.29,1.747,0.88,1.382,6.2,73,12.31
6/6/2017,2:15,23.23,1.747,0.88,1.382,6.24,73.4,12.31
6/6/2017,2:30,23.19,1.747,0.88,1.382,6.28,73.8,12.31
6/6/2017,2:45,23.14,1.748,0.88,1.382,6.16,72.4,12.3
6/6/2017,3:00,23.08,1.748,0.88,1.381,6.18,72.6,12.3
6/6/2017,3:15,23.02,1.748,0.88,1.38,6.17,72.3,12.3
6/6/2017,3:30,22.98,1.748,0.88,1.38,6.04,70.7,12.3
6/6/2017,3:45,22.96,1.748,0.88,1.38,6.13,71.8,12.29
6/6/2017,4:00,22.95,1.748,0.88,1.377,6.08,71.2,12.29
6/6/2017,4:15,22.9,1.748,0.88,1.377,6.13,71.6,12.29
6/6/2017,4:30,22.86,1.748,0.88,1.376,6.05,70.7,12.28
6/6/2017,4:45,22.78,1.747,0.88,1.376,5.93,69.2,12.28
6/6/2017,5:00,22.67,1.747,0.88,1.373,6.02,70.1,12.32
6/6/2017,5:15,22.58,1.746,0.88,1.375,5.98,69.5,12.36
6/6/2017,5:30,22.54,1.746,0.88,1.375,5.76,66.9,12.58
6/6/2017,5:45,22.5,1.746,0.88,1.371,5.89,68.4,12.74
6/6/2017,6:00,22.45,1.746,0.88,1.372,6.01,69.7,12.83
6/6/2017,6:15,22.4,1.746,0.88,1.369,5.96,69.1,12.98
6/6/2017,6:30,22.36,1.745,0.88,1.369,6.07,70.2,13.25
6/6/2017,6:45,22.35,1.745,0.88,1.367,6.11,70.7,14.04
6/6/2017,7:00,22.38,1.745,0.88,1.369,6.24,72.3,14.03
6/6/2017,7:15,22.4,1.745,0.88,1.37,6.43,74.4,14.02
6/6/2017,7:30,22.43,1.745,0.88,1.368,6.52,75.6,14.02
6/6/2017,7:45,22.53,1.744,0.88,1.37,6.76,78.5,13.99
6/6/2017,8:00,22.65,1.743,0.88,1.369,6.83,79.5,13.98
6/6/2017,8:15,22.8,1.742,0.88,1.37,6.98,81.5,13.97
6/6/2017,8:30,22.9,1.742,0.88,1.372,7.02,82.1,13.94
6/6/2017,8:45,23.07,1.742,0.88,1.374,7.12,83.6,13.94
6/6/2017,9:00,23.29,1.742,0.88,1.376,7.17,84.5,13.93
6/6/2017,9:15,23.47,1.743,0.88,1.378,7.21,85.2,13.94
6/6/2017,9:30,23.71,1.743,0.88,1.38,7.37,87.5,13.93
6/6/2017,9:45,23.84,1.743,0.88,1.377,7.4,88.1,13.94
6/6/2017,10:00,24.04,1.743,0.88,1.373,7.47,89.2,13.93
6/6/2017,10:15,24.22,1.744,0.88,1.382,7.61,91.2,13.93
6/6/2017,10:30,24.37,1.744,0.88,1.382,7.64,91.9,13.93
6/6/2017,10:45,24.53,1.744,0.88,1.388,7.62,91.9,13.94
6/6/2017,11:00,24.64,1.744,0.88,1.387,7.63,92.2,13.94
6/6/2017,11:15,24.71,1.744,0.88,1.388,7.68,93,13.94
6/6/2017,11:30,24.88,1.744,0.88,1.389,7.63,92.5,13.96
6/6/2017,11:45,25.03,1.745,0.88,1.389,7.61,92.6,13.96
6/6/2017,12:00,25.2,1.746,0.88,1.391,7.64,93.2,13.96
6/6/2017,12:15,25.33,1.746,0.88,1.393,7.72,94.4,13.96
6/6/2017,12:30,25.48,1.746,0.88,1.387,7.91,97.1,13.94
6/6/2017,12:45,25.6,1.747,0.88,1.39,8.02,98.6,13.94
6/6/2017,13:00,25.74,1.748,0.88,1.391,8.08,99.6,13.94
6/6/2017,13:15,25.82,1.748,0.88,1.394,8.21,101.4,13.93
6/6/2017,13:30,25.92,1.748,0.88,1.391,8.28,102.4,13.92
6/6/2017,13:45,26.03,1.749,0.88,1.399,8.41,104.2,13.92
6/6/2017,14:00,26.15,1.749,0.88,1.396,8.55,106.2,13.91
6/6/2017,14:15,26.29,1.748,0.88,1.401,8.63,107.4,13.91
6/6/2017,14:30,26.41,1.749,0.88,1.398,8.62,107.5,13.9
6/6/2017,14:45,26.56,1.749,0.88,1.401,8.73,109.2,13.9
6/6/2017,15:00,26.65,1.748,0.88,1.4,8.77,109.9,13.9
6/6/2017,15:15,26.73,1.748,0.88,1.401,8.84,110.9,13.9
6/6/2017,15:30,26.73,1.748,0.88,1.402,8.8,110.5,13.9
6/6/2017,15:45,26.79,1.748,0.88,1.404,8.73,109.7,13.9
6/6/2017,16:00,26.79,1.748,0.88,1.402,8.69,109.2,13.91
6/6/2017,16:15,26.81,1.748,0.88,1.403,8.82,110.8,13.91
6/6/2017,16:30,26.9,1.748,0.88,1.402,9.02,113.5,13.91
6/6/2017,16:45,27,1.748,0.88,1.403,9.01,113.6,13.9
6/6/2017,17:00,27.06,1.748,0.88,1.403,9.02,113.8,13.76
6/6/2017,17:15,27.05,1.748,0.88,1.404,9,113.5,13.54
6/6/2017,17:30,26.98,1.748,0.88,1.4,8.96,112.9,13.46
6/6/2017,17:45,26.98,1.748,0.88,1.401,8.86,111.7,13.3
6/6/2017,18:00,26.91,1.748,0.88,1.4,8.87,111.6,13.26
6/6/2017,18:15,26.93,1.747,0.88,1.401,8.82,111,13.16
6/6/2017,18:30,26.91,1.747,0.88,1.401,8.62,108.6,13.08
6/6/2017,18:45,26.84,1.747,0.88,1.4,8.75,110.1,13.03
6/6/2017,19:00,26.74,1.747,0.88,1.399,8.75,109.8,12.88
6/6/2017,19:15,26.68,1.746,0.88,1.399,8.99,112.7,12.65
6/6/2017,19:30,26.65,1.746,0.88,1.398,8.89,111.4,12.43
6/6/2017,19:45,26.63,1.746,0.88,1.397,8.89,111.3,12.35
6/6/2017,20:00,26.58,1.746,0.88,1.397,8.94,111.9,12.35
6/6/2017,20:15,26.51,1.746,0.88,1.396,8.85,110.7,12.36
6/6/2017,20:30,26.43,1.746,0.88,1.395,8.75,109.2,12.36
6/6/2017,20:45,26.34,1.746,0.88,1.393,8.78,109.5,12.37
6/6/2017,21:00,26.27,1.746,0.88,1.391,8.63,107.3,12.36
6/6/2017,21:15,26.2,1.745,0.88,1.39,8.56,106.4,12.36
6/6/2017,21:30,26.09,1.745,0.88,1.388,8.48,105.2,12.36
6/6/2017,21:45,25.91,1.745,0.88,1.387,8.34,103.1,12.36
6/6/2017,22:00,25.73,1.745,0.88,1.385,8.22,101.3,12.36
6/6/2017,22:15,25.5,1.744,0.88,1.383,8.2,100.6,12.35
6/6/2017,22:30,25.29,1.744,0.88,1.379,8.06,98.6,12.35
6/6/2017,22:45,25.09,1.744,0.88,1.382,7.94,96.7,12.35
6/6/2017,23:00,24.93,1.743,0.88,1.379,7.87,95.6,12.35
6/6/2017,23:15,24.84,1.744,0.88,1.381,7.81,94.7,12.35
6/6/2017,23:30,24.7,1.743,0.88,1.379,7.76,93.9,12.34
6/6/2017,23:45,24.67,1.743,0.88,1.378,7.71,93.2,12.34
6/7/2017,0:00,24.65,1.744,0.88,1.377,7.76,93.8,12.34
6/7/2017,0:15,24.55,1.744,0.88,1.378,7.77,93.7,12.34
6/7/2017,0:30,24.52,1.743,0.88,1.378,7.78,93.8,12.34
6/7/2017,0:45,24.45,1.744,0.88,1.377,7.78,93.7,12.31
6/7/2017,1:00,24.4,1.742,0.88,1.376,7.64,91.9,12.31
6/7/2017,1:15,24.28,1.742,0.88,1.374,7.66,91.9,12.31
6/7/2017,1:30,24.2,1.741,0.88,1.374,7.58,90.8,12.31
6/7/2017,1:45,24.04,1.741,0.88,1.374,7.57,90.4,12.31
6/7/2017,2:00,23.96,1.739,0.88,1.373,7.57,90.3,12.3
6/7/2017,2:15,23.74,1.737,0.88,1.371,7.54,89.6,12.3
6/7/2017,2:30,23.55,1.736,0.88,1.37,7.48,88.5,12.3
6/7/2017,2:45,23.41,1.735,0.88,1.368,7.4,87.4,12.3
6/7/2017,3:00,23.27,1.734,0.88,1.366,7.29,85.9,12.3
6/7/2017,3:15,23.15,1.733,0.88,1.365,7.21,84.8,12.29
6/7/2017,3:30,23.02,1.732,0.88,1.364,7.18,84.1,12.29
6/7/2017,3:45,22.97,1.73,0.88,1.364,7.03,82.3,12.28
6/7/2017,4:00,22.77,1.729,0.88,1.362,6.98,81.4,12.28
6/7/2017,4:15,22.74,1.728,0.87,1.36,6.88,80.2,12.28
6/7/2017,4:30,22.59,1.727,0.87,1.362,6.86,79.7,12.28
6/7/2017,4:45,22.53,1.726,0.87,1.359,6.75,78.4,12.26
6/7/2017,5:00,22.39,1.726,0.87,1.357,6.75,78.2,12.25
6/7/2017,5:15,22.34,1.725,0.87,1.356,6.59,76.2,12.25
6/7/2017,5:30,22.28,1.724,0.87,1.356,6.54,75.6,12.26
6/7/2017,5:45,22.12,1.724,0.87,1.355,6.57,75.7,12.25
6/7/2017,6:00,21.97,1.722,0.87,1.358,6.56,75.3,12.28
6/7/2017,6:15,21.82,1.72,0.87,1.356,6.61,75.7,12.34
6/7/2017,6:30,21.72,1.719,0.87,1.355,6.69,76.5,12.55
6/7/2017,6:45,21.55,1.717,0.87,1.353,6.68,76.1,12.74
6/7/2017,7:00,21.46,1.715,0.87,1.352,6.76,76.9,13.01
6/7/2017,7:15,21.39,1.715,0.87,1.348,6.91,78.5,14.18
6/7/2017,7:30,21.4,1.715,0.87,1.346,7.02,79.7,14.15
6/7/2017,7:45,21.37,1.715,0.87,1.349,7.09,80.5,14.14
6/7/2017,8:00,21.42,1.715,0.87,1.347,7.2,81.8,14.11
6/7/2017,8:15,21.48,1.715,0.87,1.345,7.24,82.4,14.11
6/7/2017,8:30,21.59,1.716,0.87,1.346,7.29,83.2,14.1
6/7/2017,8:45,21.64,1.716,0.87,1.347,7.3,83.4,14.09
6/7/2017,9:00,21.63,1.715,0.87,1.344,7.34,83.8,14.1
6/7/2017,9:15,21.64,1.714,0.87,1.345,7.18,82,14.1
6/7/2017,9:30,21.7,1.713,0.87,1.345,7.16,81.8,14.1
6/7/2017,9:45,21.76,1.712,0.87,1.345,7.04,80.6,14.11
6/7/2017,10:00,21.79,1.712,0.87,1.343,7.03,80.5,14.11
6/7/2017,10:15,21.83,1.711,0.87,1.346,7.2,82.5,14.11
6/7/2017,10:30,21.82,1.711,0.87,1.343,7.19,82.4,14.11
6/7/2017,10:45,21.81,1.71,0.87,1.345,7.45,85.3,14.11
6/7/2017,11:00,21.79,1.71,0.87,1.346,7.52,86.1,14.11
6/7/2017,11:15,21.75,1.71,0.87,1.345,7.47,85.4,14.11
6/7/2017,11:30,21.75,1.709,0.87,1.345,7.59,86.8,14.1
6/7/2017,11:45,21.78,1.708,0.87,1.343,7.62,87.2,14.11
6/7/2017,12:00,21.84,1.709,0.87,1.343,7.61,87.3,14.1
6/7/2017,12:15,21.92,1.709,0.87,1.342,7.59,87.1,14.09
6/7/2017,12:30,22.01,1.708,0.86,1.343,7.77,89.4,14.08
6/7/2017,12:45,22.15,1.709,0.86,1.342,8.01,92.3,14.08
6/7/2017,13:00,22.34,1.709,0.86,1.344,7.91,91.5,14.06
6/7/2017,13:15,22.56,1.71,0.87,1.347,7.97,92.6,14.06
6/7/2017,13:30,22.63,1.71,0.87,1.348,8.13,94.5,13.45
6/7/2017,13:45,22.56,1.71,0.87,1.349,8.12,94.4,13.37
6/7/2017,14:00,22.52,1.71,0.87,1.347,7.99,92.8,14.08
6/7/2017,14:15,22.48,1.71,0.87,1.348,8.07,93.7,14.08
6/7/2017,14:30,22.47,1.71,0.87,1.348,8.03,93.1,14.08
6/7/2017,14:45,22.53,1.71,0.87,1.348,8.1,94,14.08
6/7/2017,15:00,22.52,1.71,0.87,1.349,8.08,93.8,14.06
6/7/2017,15:15,22.57,1.71,0.86,1.35,8.31,96.6,14.06
6/7/2017,15:30,22.63,1.71,0.86,1.35,8.46,98.5,14.06
6/7/2017,15:45,22.63,1.71,0.86,1.349,8.54,99.3,14.06
6/7/2017,16:00,22.61,1.709,0.86,1.351,8.76,101.8,14.06
6/7/2017,16:15,22.57,1.709,0.86,1.35,8.67,100.7,14.06
6/7/2017,16:30,22.55,1.709,0.86,1.352,8.78,102,14.06
6/7/2017,16:45,22.52,1.709,0.86,1.351,8.9,103.3,14.06
6/7/2017,17:00,22.51,1.71,0.87,1.35,8.89,103.2,14.06
6/7/2017,17:15,22.47,1.71,0.87,1.349,8.97,104.1,14.08
6/7/2017,17:30,22.42,1.711,0.87,1.348,8.96,103.8,13.51
6/7/2017,17:45,22.36,1.712,0.87,1.348,8.97,103.8,13.5
6/7/2017,18:00,22.28,1.712,0.87,1.349,8.98,103.7,13.42
6/7/2017,18:15,22.23,1.712,0.87,1.346,8.94,103.2,13.24
6/7/2017,18:30,22.15,1.713,0.87,1.345,8.78,101.2,13.01
6/7/2017,18:45,22.06,1.714,0.87,1.345,8.74,100.5,12.84
6/7/2017,19:00,21.99,1.714,0.87,1.344,8.74,100.4,12.65
6/7/2017,19:15,21.9,1.714,0.87,1.342,8.76,100.5,12.44
6/7/2017,19:30,21.82,1.715,0.87,1.341,8.78,100.6,12.35
6/7/2017,19:45,21.75,1.715,0.87,1.34,8.69,99.4,12.35
6/7/2017,20:00,21.66,1.715,0.87,1.34,8.65,98.7,12.36
6/7/2017,20:15,21.59,1.716,0.87,1.338,8.63,98.4,12.36
6/7/2017,20:30,21.51,1.717,0.87,1.338,8.61,98,12.36
6/7/2017,20:45,21.4,1.717,0.87,1.336,8.53,96.9,12.36
6/7/2017,21:00,21.31,1.718,0.87,1.336,8.51,96.5,12.36
6/7/2017,21:15,21.19,1.718,0.87,1.335,8.44,95.5,12.36
6/7/2017,21:30,21.03,1.719,0.87,1.334,8.4,94.8,12.36
6/7/2017,21:45,20.94,1.719,0.87,1.333,8.38,94.4,12.35
6/7/2017,22:00,20.73,1.719,0.87,1.332,8.55,95.8,12.35
6/7/2017,22:15,20.54,1.719,0.87,1.329,8.56,95.6,12.35
6/7/2017,22:30,20.36,1.719,0.87,1.327,8.45,94.1,12.35
6/7/2017,22:45,20.21,1.719,0.87,1.325,8.39,93.1,12.35
6/7/2017,23:00,20.08,1.719,0.87,1.324,8.31,92,12.34
6/7/2017,23:15,20.02,1.719,0.87,1.323,8.31,91.9,12.34
6/7/2017,23:30,19.93,1.72,0.87,1.322,8.26,91.2,12.34
6/7/2017,23:45,19.81,1.72,0.87,1.322,8.24,90.7,12.32
6/8/2017,0:00,19.72,1.72,0.87,1.321,8.21,90.2,12.31
6/8/2017,0:15,19.63,1.72,0.87,1.319,8.21,90,12.32
6/8/2017,0:30,19.56,1.72,0.87,1.318,8.17,89.5,12.31
6/8/2017,0:45,19.54,1.72,0.87,1.318,8.09,88.6,12.31
6/8/2017,1:00,19.45,1.721,0.87,1.318,8.04,87.9,12.31
6/8/2017,1:15,19.36,1.721,0.87,1.318,7.89,86.1,12.31
6/8/2017,1:30,19.3,1.721,0.87,1.318,7.83,85.4,12.3
6/8/2017,1:45,19.24,1.721,0.87,1.316,7.79,84.8,12.3
6/8/2017,2:00,19.2,1.722,0.87,1.316,7.73,84.1,12.3
6/8/2017,2:15,19.18,1.722,0.87,1.315,7.79,84.7,12.3
6/8/2017,2:30,19.16,1.723,0.87,1.315,7.67,83.3,12.29
6/8/2017,2:45,19.12,1.723,0.88,1.315,7.69,83.6,12.3
6/8/2017,3:00,19.05,1.724,0.88,1.315,7.65,82.9,12.29
6/8/2017,3:15,19.01,1.724,0.88,1.315,7.35,79.6,12.28
6/8/2017,3:30,18.9,1.724,0.88,1.314,7.22,78.1,12.28
6/8/2017,3:45,18.82,1.724,0.88,1.314,7.21,77.8,12.28
6/8/2017,4:00,18.7,1.724,0.88,1.313,7.13,76.8,12.26
6/8/2017,4:15,18.63,1.723,0.88,1.312,7.11,76.5,12.26
6/8/2017,4:30,18.52,1.723,0.88,1.312,7.09,76.1,12.25
6/8/2017,4:45,18.43,1.722,0.88,1.311,7.08,75.8,12.28
6/8/2017,5:00,18.36,1.722,0.88,1.308,7.05,75.4,12.37
6/8/2017,5:15,18.29,1.721,0.88,1.309,7.13,76.1,12.67
6/8/2017,5:30,18.24,1.722,0.88,1.308,7.08,75.5,12.98
6/8/2017,5:45,18.18,1.721,0.88,1.306,7.1,75.6,13.04
6/8/2017,6:00,18.14,1.721,0.88,1.307,7.07,75.3,13.1
6/8/2017,6:15,18.12,1.721,0.88,1.307,6.99,74.4,13
6/8/2017,6:30,18.09,1.721,0.87,1.306,7.04,74.9,13.18
6/8/2017,6:45,18.08,1.721,0.88,1.307,7.15,76,13.33
6/8/2017,7:00,18.07,1.721,0.88,1.307,7.18,76.3,13.58
6/8/2017,7:15,18.06,1.721,0.88,1.305,7.13,75.8,14.15
6/8/2017,7:30,18.08,1.721,0.88,1.305,7.43,79,14.15
6/8/2017,7:45,18.1,1.722,0.88,1.305,7.33,78,14.14
6/8/2017,8:00,18.13,1.722,0.88,1.303,7.33,78,14.14
6/8/2017,8:15,18.18,1.722,0.88,1.306,7.36,78.4,14.12
6/8/2017,8:30,18.22,1.722,0.88,1.305,7.33,78.2,14.14
6/8/2017,8:45,18.25,1.723,0.88,1.305,7.48,79.8,14.14
