,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
5/7/2017,4:00,15.65,1.969,1.01,1.724,8.02,81.1,51,29.65,61.3,316,6.5,2.2,10.9,0,0,12.14
5/7/2017,4:15,15.55,1.969,1.01,1.724,8.25,83.3,50.9,29.66,59.9,312,6.9,1.8,12.4,0,0,12.14
5/7/2017,4:30,15.26,1.968,1.01,1.724,8.31,83.4,51.2,29.66,59.6,312,6,2.3,11,0,0,12.13
5/7/2017,4:45,15.13,1.967,1.01,1.725,8.3,83,50.9,29.67,60.7,305,4.6,0.8,11.3,0,0,12.12
5/7/2017,5:00,15,1.966,1.01,1.724,8.34,83.2,51,29.68,59,312,7.7,2.1,13.5,0,0,12.12
5/7/2017,5:15,14.9,1.965,1.01,1.72,8.35,83.1,51,29.68,59.2,308,7.8,1.2,15.3,0,0,12.12
5/7/2017,5:30,14.81,1.965,1.01,1.722,8.39,83.3,51.2,29.7,60.4,312,6.4,1.3,11.7,0,0,12.14
5/7/2017,5:45,14.74,1.964,1.01,1.722,8.4,83.4,51.9,29.7,60.9,307,5.7,1.2,11.6,0,0,12.18
5/7/2017,6:00,14.68,1.963,1.01,1.725,8.48,84,52.3,29.71,60.5,303,5,0.4,14,0,0,12.26
5/7/2017,6:15,14.67,1.962,1.01,1.725,8.49,84.1,52.7,29.72,59.6,304,5.3,0.5,12.6,0,0,12.34
5/7/2017,6:30,14.68,1.961,1.01,1.723,8.56,84.8,53.4,29.72,59.5,288,4.1,0.4,10.2,0,0,12.56
5/7/2017,6:45,14.7,1.96,1,1.724,8.57,85,53.4,29.73,55.2,289,6.3,0.6,15.1,0,0,12.84
5/7/2017,7:00,14.69,1.96,1,1.718,8.37,83,53.7,29.73,55.7,300,7.6,0.7,15.3,0,0,12.94
5/7/2017,7:15,14.68,1.959,1,1.718,8.65,85.7,54.1,29.73,55.6,299,8.4,1.6,21.5,0,0,13.08
5/7/2017,7:30,14.71,1.958,1,1.719,8.65,85.7,54.1,29.73,52.6,301,10.2,2.2,19.5,0,0,13.26
5/7/2017,7:45,14.78,1.957,1,1.717,8.63,85.7,53.7,29.74,53.1,305,10.8,4,17.4,0,0,13.06
5/7/2017,8:00,14.85,1.957,1,1.715,8.63,85.8,54.5,29.75,54.4,300,11.8,3.9,23.5,0,0,14.26
5/7/2017,8:15,14.95,1.957,1,1.711,9.1,90.7,55.2,29.74,52.8,304,13,4.5,22.1,0,0,14.26
5/7/2017,8:30,15.07,1.957,1,1.717,9.17,91.6,55.4,29.75,47.9,299,13.3,2.5,25.2,0,0,14.16
5/7/2017,8:45,15.17,1.956,1,1.702,9.41,94.2,55.5,29.75,46.6,300,14.4,2,27.1,0,0,14.23
5/7/2017,9:00,15.3,1.956,1,1.714,9.5,95.4,55.7,29.75,47.3,300,13.9,4.6,28.2,0,0,14.23
5/7/2017,9:15,15.49,1.956,1,1.711,9.49,95.7,56.1,29.75,47.9,307,14,4.8,22.8,0,0,14.23
5/7/2017,9:30,15.71,1.955,1,1.703,9.61,97.3,56.8,29.75,46.5,307,12.2,2.8,23.6,0,0,14.22
5/7/2017,9:45,15.99,1.955,1,1.694,9.62,98.1,57,29.76,45.8,303,13.6,1.7,27.8,0,0,14.21
5/7/2017,10:00,16.3,1.956,1,1.707,9.7,99.5,57.3,29.73,44.3,309,14.7,5.2,30.2,0,0,14.21
5/7/2017,10:15,16.64,1.955,1,1.7,9.82,101.5,58.1,29.76,46.1,312,15,6,28.8,0,0,14.21
5/7/2017,10:30,16.97,1.955,1,1.704,9.88,102.8,57.9,29.76,44.2,310,14.1,4.1,25.9,0,0,14.21
5/7/2017,10:45,17.22,1.955,1,1.698,9.95,104.1,57.3,29.76,44.8,300,12.3,1.3,22.6,0,0,14.2
5/7/2017,11:00,17.42,1.956,1,1.71,9.91,104.1,57.7,29.76,45.4,300,12.3,2.3,23.8,0,0,14.21
5/7/2017,11:15,17.58,1.956,1,1.713,9.92,104.5,58.2,29.76,43.8,304,12.3,2.9,23,0,0,14.21
5/7/2017,11:30,17.71,1.956,1,1.71,9.87,104.2,57.9,29.76,44.8,312,12.7,5.5,27.3,0,0,14.2
5/7/2017,11:45,17.8,1.956,1,1.71,9.89,104.7,59.1,29.75,40.6,314,12.8,3.1,23.2,0,0,14.2
5/7/2017,12:00,17.96,1.957,1,1.719,9.91,105.2,59,29.76,43.3,304,11,1.9,20,0,0,14.21
5/7/2017,12:15,18.07,1.957,1,1.705,10.16,108.1,59.3,29.76,41.9,310,13.2,2.5,22.5,0,0,14.2
5/7/2017,12:30,18.21,1.956,1,1.714,10.29,109.8,59.5,29.76,41.7,316,12.3,2.9,25.8,0,0,14.18
5/7/2017,12:45,18.43,1.956,1,1.697,10.29,110.3,58.8,29.76,43,316,11.6,5.6,18.4,0,0,14.18
5/7/2017,13:00,18.54,1.957,1,1.712,10.04,107.9,59.3,29.76,44.9,315,8.1,0.6,19.5,0,0,14.2
5/7/2017,13:15,18.67,1.957,1,1.723,10,107.7,59.5,29.76,39.5,304,9.6,0.5,19.5,0,0,14.18
5/7/2017,13:30,18.73,1.958,1,1.717,10.19,109.9,59.9,29.76,41,297,9.7,1.6,20,0,0,14.18
5/7/2017,13:45,18.78,1.957,1,1.715,10.21,110.2,60,29.76,39.8,301,10.9,1.7,21.8,0,0,14.17
5/7/2017,14:00,18.87,1.957,1,1.715,10.4,112.5,60.2,29.76,40.1,315,10.9,3.3,23.1,0,0,14.17
5/7/2017,14:15,18.97,1.958,1,1.712,10.28,111.4,60.2,29.76,40.1,306,10.6,3.3,17.7,0,0,14.17
5/7/2017,14:30,19.01,1.958,1,1.712,10.34,112.2,60.8,29.75,40.5,301,9,1,14.3,0,0,14.17
5/7/2017,14:45,19.07,1.957,1,1.717,10.39,112.8,60.9,29.74,40.3,299,7.2,1,17.4,0,0,14.16
5/7/2017,15:00,19.18,1.957,1,1.719,10.41,113.3,61.5,29.74,36.6,298,6.5,0.6,15.2,0,0,14.16
5/7/2017,15:15,19.33,1.958,1,1.712,10.42,113.7,62,29.74,37.6,301,8.5,0.7,22,0,0,14.15
5/7/2017,15:30,19.5,1.958,1,1.709,10.56,115.7,62.4,29.73,36.5,292,8.1,0.4,18.5,0,0,14.14
5/7/2017,15:45,19.63,1.958,1,1.711,10.39,114,62.6,29.73,34.8,274,6.4,0.6,19.9,0,0,14.14
5/7/2017,16:00,19.75,1.958,1,1.714,10.42,114.7,62.9,29.73,33.6,291,6.5,0.6,18.3,0,0,14.12
5/7/2017,16:15,19.84,1.958,1,1.713,10.43,115,62.6,29.73,35.2,297,8.1,2,17.2,0,0,13.9
5/7/2017,16:30,19.88,1.958,1,1.715,10.34,114.1,62.7,29.73,35.3,305,7.3,0.9,14,0,0,14.14
5/7/2017,16:45,19.9,1.958,1,1.71,10.46,115.4,63.1,29.73,34.4,295,6.1,0.8,13.4,0,0,13.94
5/7/2017,17:00,19.93,1.958,1,1.713,10.44,115.4,62.7,29.75,37.4,294,8,0.7,20.5,0,0,13.78
5/7/2017,17:15,19.9,1.958,1,1.712,10.5,115.9,61.7,29.76,38.2,307,8.7,3.8,14.2,0,0,13.52
5/7/2017,17:30,19.76,1.958,1,1.687,10.78,118.7,57.5,29.78,51.2,305,17.4,4.6,33.3,0,0,13.2
5/7/2017,17:45,19.54,1.957,1,1.695,10.48,114.9,56.1,29.77,49.6,271,8.7,0.8,25.5,0.004,0,12.86
5/7/2017,18:00,19.37,1.956,1,1.707,10.48,114.4,57.7,29.78,50.2,301,3.8,0.3,10.6,0,0,12.89
5/7/2017,18:15,19.21,1.955,1,1.713,10.38,113,58.2,29.78,48.2,285,3.7,0.2,10.3,0,0,12.97
5/7/2017,18:30,19.14,1.955,1,1.713,10.29,111.9,57.2,29.79,52.2,224,2.8,0.3,6.1,0,0,12.62
5/7/2017,18:45,19.01,1.955,1,1.715,10.05,109,56.1,29.8,56.5,193,2.8,0.4,6,0,0,12.35
5/7/2017,19:00,18.9,1.954,1,1.714,10.11,109.4,56.3,29.79,57.9,205,2.9,0.4,8.8,0,0,12.31
5/7/2017,19:15,18.83,1.954,1,1.714,10.01,108.2,56.6,29.79,52.5,279,3.4,0.5,11.6,0,0,12.31
5/7/2017,19:30,18.74,1.953,1,1.714,9.91,106.9,56.4,29.8,54.8,248,3.7,0.3,10.1,0,0,12.31
5/7/2017,19:45,18.64,1.953,1,1.714,9.62,103.6,56.4,29.81,51.7,295,5.1,0.6,14.1,0,0,12.31
5/7/2017,20:00,18.54,1.953,1,1.71,9.54,102.5,56.4,29.82,50.9,297,5.4,0.9,11.2,0,0,12.31
5/7/2017,20:15,18.33,1.953,1,1.711,9.82,105,56.3,29.82,51.7,305,5.3,0.5,10.3,0,0,12.31
5/7/2017,20:30,18.12,1.951,1,1.712,9.88,105.2,56.1,29.83,51,303,8,2.5,16.6,0,0,12.3
5/7/2017,20:45,18.01,1.952,1,1.709,9.69,103,55.5,29.83,50.3,305,7.7,4.1,12.5,0,0,12.3
5/7/2017,21:00,17.86,1.951,1,1.709,9.85,104.3,55.4,29.84,51.5,288,5.5,1.4,11.6,0,0,12.29
5/7/2017,21:15,17.78,1.95,1,1.71,9.94,105.2,55,29.84,53.6,277,4,0.8,8.1,0,0,12.28
5/7/2017,21:30,17.7,1.95,1,1.711,9.64,101.8,54.8,29.84,55.1,296,5,0.6,13.4,0,0,12.28
5/7/2017,21:45,17.63,1.95,1,1.71,9.62,101.4,55,29.84,56.3,306,4.9,1.9,9.3,0,0,12.28
5/7/2017,22:00,17.52,1.948,1,1.709,9.72,102.2,55.4,29.85,52.6,303,5.2,1,11,0,0,12.28
5/7/2017,22:15,17.41,1.947,1,1.709,9.73,102.2,55.7,29.85,48.3,297,6.4,1.3,13.6,0,0,12.26
5/7/2017,22:30,17.35,1.947,1,1.702,9.44,99,55.5,29.85,47.8,300,9.2,2.6,18.4,0,0,12.26
5/7/2017,22:45,17.23,1.947,1,1.708,9.48,99.1,55.4,29.86,47.4,301,9.4,3.3,17.5,0,0,12.25
5/7/2017,23:00,17.07,1.947,1,1.707,9.66,100.7,55.2,29.86,47.8,297,9.3,3.5,17.9,0,0,12.25
5/7/2017,23:15,16.94,1.946,1,1.706,9.65,100.3,54.6,29.87,48.4,303,9.4,4.4,17.5,0,0,12.24
5/7/2017,23:30,16.82,1.946,1,1.703,9.57,99.3,54.3,29.88,49.2,308,8.6,0.9,13.9,0,0,12.24
5/7/2017,23:45,16.76,1.945,1,1.707,9.38,97.1,54.1,29.87,49.1,307,6.6,2.8,10.9,0,0,12.23
5/8/2017,0:00,16.67,1.945,1,1.707,9.27,95.9,54.3,29.87,50.8,291,5.1,0.7,11.2,0,0,12.24
5/8/2017,0:15,16.55,1.945,1,1.709,9.27,95.6,53.9,29.87,48.7,303,6.1,1.4,11,0,0,12.23
5/8/2017,0:30,16.45,1.945,1,1.707,9.25,95.2,53.7,29.87,49.9,306,7.8,4,14.4,0,0,12.23
5/8/2017,0:45,16.36,1.944,1,1.706,9.21,94.5,53.7,29.87,49.3,309,8,3.3,13.8,0,0,12.22
5/8/2017,1:00,16.18,1.944,1,1.708,9.24,94.5,53.2,29.87,50.6,306,7.8,1.9,14,0,0,12.22
5/8/2017,1:15,16.05,1.944,1,1.705,9.07,92.6,52.8,29.87,50,301,7.4,4.1,13.3,0,0,12.22
5/8/2017,1:30,15.94,1.942,0.99,1.707,8.97,91.3,52.7,29.88,52.7,292,5.3,0.9,11.3,0,0,12.2
5/8/2017,1:45,15.83,1.942,0.99,1.704,9.03,91.7,52.5,29.88,52.6,299,7.8,1.7,14.9,0,0,12.2
5/8/2017,2:00,15.74,1.941,0.99,1.706,9.07,91.9,52.3,29.88,54,294,5.1,1.4,10.9,0,0,12.19
5/8/2017,2:15,15.66,1.942,0.99,1.708,9,91.1,51.9,29.88,54,290,6,1.1,17.2,0,0,12.19
5/8/2017,2:30,15.59,1.941,0.99,1.706,8.83,89.2,51.6,29.88,57.2,300,6.6,1.2,13.5,0,0,12.19
5/8/2017,2:45,15.51,1.94,0.99,1.707,8.78,88.6,51.2,29.89,56.3,293,5.1,0.8,10.7,0,0,12.18
5/8/2017,3:00,15.44,1.941,0.99,1.703,8.67,87.4,51,29.89,55.8,298,8.1,2.5,15.5,0,0,12.18
5/8/2017,3:15,15.26,1.94,0.99,1.704,8.67,87,50.5,29.9,58.2,296,8.5,2.6,15.9,0,0,12.18
5/8/2017,3:30,15.22,1.94,0.99,1.704,8.63,86.5,50.3,29.9,56.8,292,7.6,2.8,13.3,0,0,12.18
5/8/2017,3:45,15.16,1.939,0.99,1.709,8.56,85.7,49.8,29.9,58.2,299,7.4,1.8,13,0,0,12.17
5/8/2017,4:00,15.06,1.939,0.99,1.707,8.56,85.5,49.4,29.91,60.1,299,7.2,0.6,12.1,0,0,12.16
5/8/2017,4:15,15.02,1.939,0.99,1.705,8.7,86.8,49.1,29.91,60.8,301,7,1,12.4,0,0,12.16
5/8/2017,4:30,14.94,1.938,0.99,1.704,8.7,86.7,48.9,29.92,61.2,291,7.7,2.7,13.7,0,0,12.14
5/8/2017,4:45,14.75,1.939,0.99,1.706,8.79,87.2,48.9,29.92,57.6,301,8.6,2.6,14.9,0,0,12.14
5/8/2017,5:00,14.62,1.938,0.99,1.704,8.84,87.5,48.7,29.93,58.2,296,7.8,2.4,13.1,0,0,12.14
5/8/2017,5:15,14.47,1.938,0.99,1.705,8.8,86.8,48.7,29.94,57.3,296,8.2,3.7,14.6,0,0,12.14
5/8/2017,5:30,14.41,1.937,0.99,1.706,8.69,85.6,48.9,29.94,56.2,295,7.6,2.8,13,0,0,12.17
5/8/2017,5:45,14.34,1.937,0.99,1.704,8.58,84.4,48.5,29.95,55.5,297,8.4,4,12.8,0,0,12.19
5/8/2017,6:00,14.29,1.937,0.99,1.702,8.61,84.5,48,29.95,56.5,297,8.3,2.9,13.2,0,0,12.19
5/8/2017,6:15,14.24,1.937,0.99,1.702,8.54,83.8,48.2,29.96,53.8,305,8.9,5.7,12.5,0,0,12.23
5/8/2017,6:30,14.2,1.937,0.99,1.703,8.41,82.4,49.8,29.96,48.6,306,9.1,4.6,14.2,0,0,12.54
5/8/2017,6:45,14.14,1.937,0.99,1.698,8.12,79.5,51.8,29.97,41.2,312,9.7,5.5,14.2,0,0,12.76
5/8/2017,7:00,14.11,1.936,0.99,1.702,7.47,73.1,52.7,29.97,39.4,309,9.9,4.4,16.7,0,0,13.01
5/8/2017,7:15,14.11,1.936,0.99,1.698,7.73,75.6,52.8,29.97,38,307,10.3,4.4,17.5,0,0,13.15
5/8/2017,7:30,14.13,1.936,0.99,1.702,8.04,78.8,53.4,29.98,37.7,317,11.9,4.4,21.4,0,0,13.74
5/8/2017,7:45,14.17,1.936,0.99,1.701,8.61,84.3,53.6,29.97,40.5,323,12.6,7.2,18,0,0,14.29
5/8/2017,8:00,14.24,1.936,0.99,1.697,8.99,88.3,54.1,29.97,34,322,11.9,3.3,21.7,0,0,14.29
5/8/2017,8:15,14.37,1.936,0.99,1.692,9.18,90.3,54.3,29.97,35.7,323,13.6,5.7,20.2,0,0,14.28
5/8/2017,8:30,14.53,1.936,0.99,1.697,9.13,90.2,54.5,29.97,31.4,315,12.1,3.5,23.7,0,0,14.27
5/8/2017,8:45,14.7,1.937,0.99,1.698,8.85,87.7,54.8,29.97,32.8,322,13.5,6.7,25.3,0,0,14.26
5/8/2017,9:00,14.9,1.937,0.99,1.688,9.35,93.1,55.2,29.98,32.5,312,14.1,4.8,24.3,0,0,14.23
5/8/2017,9:15,15.05,1.937,0.99,1.681,9.43,94.2,55.5,29.98,31.8,309,14.4,6.8,24.8,0,0,14.24
5/8/2017,9:30,15.21,1.938,0.99,1.69,9.39,94.1,55.9,29.98,32,322,12.3,4.7,20.8,0,0,14.23
5/8/2017,9:45,15.4,1.937,0.99,1.687,9.16,92.2,56.1,29.98,29.7,321,13.1,6.3,21,0.002,0,14.22
5/8/2017,10:00,15.62,1.938,0.99,1.684,9.6,97.1,56.1,29.97,30.3,318,13.1,4.1,25.5,0,0,14.22
5/8/2017,10:15,15.8,1.938,0.99,1.686,9.48,96.2,56.3,29.97,31.6,326,15.2,4.3,26.5,0,0,14.22
5/8/2017,10:30,15.99,1.938,0.99,1.693,9.6,97.8,56.8,29.97,28.9,321,13.2,6.1,22.7,0,0,14.22
5/8/2017,10:45,16.17,1.939,0.99,1.686,9.78,100,57,29.97,33.3,319,13.7,4.7,24,0,0,14.22
5/8/2017,11:00,16.36,1.939,0.99,1.687,9.82,100.8,57,29.96,31.4,315,12.9,2.3,24,0,0,14.23
5/8/2017,11:15,16.6,1.939,0.99,1.677,10.18,105,57.2,29.96,30.9,309,14.9,2.5,26.3,0,0,14.22
5/8/2017,11:30,16.87,1.94,0.99,1.676,10.14,105.2,57.3,29.96,30.3,314,13.8,4,24.3,0,0,14.23
5/8/2017,11:45,17.09,1.94,0.99,1.697,9.98,104.1,57.2,29.95,29.5,312,11,1.3,22.9,0,0,14.23
5/8/2017,12:00,17.32,1.941,0.99,1.693,10.06,105.4,57.5,29.95,30.2,315,10.6,0.7,21.8,0,0,14.23
5/8/2017,12:15,17.58,1.941,0.99,1.688,10.07,106.1,57.7,29.94,32.2,305,10.6,2.1,21.8,0,0,14.23
5/8/2017,12:30,17.83,1.942,0.99,1.692,10.2,108,57.7,29.95,28.6,294,9.9,0.5,21.8,0,0,14.23
5/8/2017,12:45,18.06,1.943,0.99,1.7,10.25,109.1,58.1,29.94,27.4,312,9,1,18.1,0,0,14.23
5/8/2017,13:00,18.29,1.943,0.99,1.697,10.19,108.9,59,29.94,31.1,301,7.6,0.9,22.7,0,0,14.22
5/8/2017,13:15,18.55,1.943,0.99,1.7,10.29,110.6,58.8,29.94,30.1,291,9.3,1.2,21.5,0,0,14.21
5/8/2017,13:30,18.83,1.944,0.99,1.696,10.07,108.8,59,29.94,27.5,305,8.2,1.3,21.4,0,0,14.21
5/8/2017,13:45,19.05,1.945,0.99,1.682,10.41,113,58.6,29.94,32,321,12.9,6,22.8,0,0,14.21
5/8/2017,14:00,19.22,1.946,0.99,1.691,10.19,111,59.7,29.94,28.3,307,10.5,2,24,0,0,14.2
5/8/2017,14:15,19.47,1.946,0.99,1.685,10.37,113.5,59.7,29.94,29.7,308,10.3,1.7,23.1,0,0,14.17
5/8/2017,14:30,19.75,1.946,0.99,1.697,10.08,111,60,29.93,27.6,306,8,1.8,15.3,0,0,14.17
5/8/2017,14:45,19.99,1.948,0.99,1.694,10.38,114.8,60.8,29.93,28.2,300,8,0.5,24.3,0,0,14.17
5/8/2017,15:00,20.24,1.948,0.99,1.685,10.28,114.3,60.2,29.93,30.6,297,8.3,1.9,19.1,0,0,14.15
5/8/2017,15:15,20.38,1.949,1,1.697,10.26,114.4,60.8,29.92,26.7,325,8.8,0.8,18.3,0,0,14.15
5/8/2017,15:30,20.51,1.949,0.99,1.691,10.24,114.4,60.9,29.92,27.5,304,6.3,0.4,15.1,0,0,14.14
5/8/2017,15:45,20.61,1.949,0.99,1.689,10.12,113.3,60.8,29.92,28.3,284,8.1,2.3,15.7,0,0,14.15
5/8/2017,16:00,20.7,1.95,1,1.693,10.06,112.8,61.7,29.92,26.7,265,4.6,1.1,12.5,0,0,14.14
5/8/2017,16:15,20.83,1.95,0.99,1.697,10.32,116,61.7,29.92,28.2,288,6.4,0.4,15,0,0,14.14
5/8/2017,16:30,20.94,1.951,1,1.689,10.1,113.8,61.8,29.92,26.3,273,6.6,0.4,15.5,0,0,14.12
5/8/2017,16:45,20.97,1.951,1,1.694,9.51,107.2,61.8,29.92,26.6,265,3.6,0.5,12,0,0,13.92
5/8/2017,17:00,20.96,1.951,1,1.694,9.67,109,62,29.92,32.7,310,6.2,1.3,13,0,0,13.75
5/8/2017,17:15,20.94,1.951,1,1.696,9.07,102.2,62.2,29.91,28.9,290,4.6,0.4,11.5,0,0,13.64
5/8/2017,17:30,20.92,1.951,1,1.693,9.82,110.6,62,29.91,28.4,308,6.8,1.5,13.9,0,0,13.39
5/8/2017,17:45,20.86,1.951,1,1.696,9.76,109.9,62.2,29.91,28.5,297,5.5,0.6,12.8,0,0,13.09
5/8/2017,18:00,20.78,1.951,1,1.697,9.91,111.3,61.5,29.92,35.5,278,3.7,0.2,8.5,0,0,12.78
5/8/2017,18:15,20.66,1.95,1,1.696,10.39,116.4,59.9,29.91,34.4,202,3,1,6.1,0,0,12.43
5/8/2017,18:30,20.58,1.95,1,1.696,10.36,115.9,58.1,29.91,42.1,201,2.8,2.1,4.2,0,0,12.36
5/8/2017,18:45,20.45,1.95,1,1.696,9.88,110.3,57.2,29.91,39.2,202,3.2,2,4,0,0,12.34
5/8/2017,19:00,20.32,1.949,1,1.696,9.92,110.5,57.9,29.92,40.8,203,4.7,3.2,7.3,0,0,12.32
5/8/2017,19:15,20.19,1.949,1,1.696,9.86,109.5,57.3,29.92,40.5,199,4.1,2.6,5.3,0,0,12.31
5/8/2017,19:30,20.09,1.949,1,1.694,9.5,105.2,57.7,29.92,38.7,203,4.7,3.1,6.7,0,0,12.31
5/8/2017,19:45,19.93,1.949,1,1.695,9.47,104.6,57.5,29.93,40.9,198,4,2.3,5.8,0,0,12.31
5/8/2017,20:00,19.83,1.948,0.99,1.694,9.26,102.1,57.2,29.93,44.5,202,3.6,2.1,6.7,0,0,12.29
5/8/2017,20:15,19.77,1.948,1,1.694,8.8,96.9,57.3,29.94,42.5,201,3.5,1.9,5.5,0,0,12.31
5/8/2017,20:30,19.64,1.948,0.99,1.694,8.56,94,57.2,29.95,42.1,209,4.2,1.9,6.5,0,0,12.3
5/8/2017,20:45,19.54,1.948,1,1.693,8.64,94.7,56.8,29.96,48.1,209,3.6,2,6.8,0,0,12.29
5/8/2017,21:00,19.4,1.948,1,1.693,8.44,92.2,56.3,29.96,46.8,228,2.6,0.6,4.8,0,0,12.28
5/8/2017,21:15,19.27,1.947,0.99,1.692,8.91,97.1,56.6,29.95,47.5,227,3.4,1.3,6.1,0,0,12.28
5/8/2017,21:30,19.16,1.947,0.99,1.693,8.8,95.7,55.5,29.95,50.5,227,3.6,1,5,0,0,12.28
5/8/2017,21:45,19.04,1.947,0.99,1.692,8.64,93.8,55.2,29.94,48.3,221,4.1,2.1,6.4,0,0,12.26
5/8/2017,22:00,18.89,1.946,0.99,1.692,8.41,91,55.7,29.94,46.8,224,4.4,2.2,6.8,0,0,12.26
5/8/2017,22:15,18.77,1.946,0.99,1.692,8.79,94.8,55.5,29.94,52.7,222,4.2,2.1,7,0,0,12.26
5/8/2017,22:30,18.64,1.946,0.99,1.691,7.79,83.9,54.8,29.95,50.2,249,3.5,1.1,5.7,0,0,12.25
5/8/2017,22:45,18.47,1.946,1,1.691,8.66,92.9,54.3,29.95,57.4,255,2.9,1.3,6.6,0,0,12.24
5/8/2017,23:00,18.29,1.946,1,1.692,8.99,96.1,53.7,29.96,54.7,257,3.4,2.1,5.3,0,0,12.23
5/8/2017,23:15,18.12,1.945,0.99,1.69,8.37,89.1,54.3,29.96,51.1,277,4,2.6,6.1,0,0,12.23
5/8/2017,23:30,17.94,1.945,1,1.69,8.38,89,53.7,29.97,56,259,3.3,1.7,5.6,0,0,12.23
5/8/2017,23:45,17.76,1.945,0.99,1.691,8.24,87.1,54.8,29.97,51.1,252,4.1,1.6,6.5,0,0,12.22
5/9/2017,0:00,17.6,1.944,0.99,1.69,8.56,90.2,54.8,29.97,52.7,244,3.4,1.7,5.7,0,0,12.22
5/9/2017,0:15,17.47,1.944,0.99,1.692,7.93,83.4,55.7,29.97,50.5,240,3.9,2.8,5.4,0,0,12.2
5/9/2017,0:30,17.34,1.944,0.99,1.693,8.12,85.1,54.8,29.96,54.4,238,4.1,2.5,5.6,0,0,12.2
5/9/2017,0:45,17.21,1.944,0.99,1.692,8.26,86.3,55.7,29.96,48.8,235,4.6,3.2,5.6,0,0,12.2
5/9/2017,1:00,17.11,1.943,0.99,1.691,7.94,82.8,54.5,29.96,55.8,233,3,1.6,4.7,0,0,12.2
5/9/2017,1:15,17.02,1.943,0.99,1.69,7.85,81.8,54.6,29.96,58.2,225,4.1,2.3,6.6,0,0,12.19
5/9/2017,1:30,16.91,1.943,0.99,1.691,7.52,78.2,54.6,29.95,58.9,221,4.3,2.6,6.2,0,0,12.19
5/9/2017,1:45,16.79,1.944,1,1.691,7.25,75.1,54.5,29.95,60,213,4.7,2.6,6.9,0,0,12.18
5/9/2017,2:00,16.69,1.943,0.99,1.691,8.08,83.6,54.3,29.96,63.9,211,5,2.7,8.8,0,0,12.18
5/9/2017,2:15,16.6,1.943,0.99,1.69,7.62,78.7,54.1,29.95,64.3,219,4.9,2.1,8.7,0,0,12.18
5/9/2017,2:30,16.46,1.943,0.99,1.69,8.28,85.2,53.4,29.95,67.2,224,3.9,0.7,8.2,0,0,12.17
5/9/2017,2:45,16.35,1.943,0.99,1.689,7.64,78.4,52.8,29.95,68.9,235,4,1.9,7.2,0,0,12.17
5/9/2017,3:00,16.26,1.943,0.99,1.69,7.79,79.8,51.9,29.95,72.2,249,3.2,1.5,5.9,0,0,12.16
5/9/2017,3:15,16.19,1.942,0.99,1.689,7.13,72.9,52.3,29.96,71.6,242,3.5,1.4,6.1,0,0,12.16
5/9/2017,3:30,16.11,1.942,0.99,1.688,6.72,68.6,52.1,29.96,72.2,234,5.2,2.2,9.7,0,0,12.14
5/9/2017,3:45,16.05,1.942,0.99,1.689,7.66,78.1,51.6,29.96,72.5,230,6.1,2.8,10.7,0,0,12.14
5/9/2017,4:00,15.95,1.942,0.99,1.687,7.53,76.7,51.8,29.96,69,223,6.3,2.1,10.4,0,0,12.13
5/9/2017,4:15,15.86,1.943,1,1.688,7.46,75.8,51.6,29.95,67.1,226,6.2,2.7,10.5,0,0,12.12
5/9/2017,4:30,15.75,1.943,0.99,1.686,7.82,79.3,51,29.95,68.6,234,5.1,1.6,8,0,0,12.12
5/9/2017,4:45,15.66,1.943,1,1.687,6.8,68.8,50.9,29.95,68.2,229,4.8,2.4,7.8,0,0,12.11
5/9/2017,5:00,15.59,1.942,0.99,1.688,6.4,64.6,50.9,29.96,69.3,220,5.6,2.7,9.5,0,0,12.11
5/9/2017,5:15,15.52,1.942,0.99,1.687,7.11,71.8,50.7,29.96,70.8,227,3.5,0.7,7.9,0,0,12.12
5/9/2017,5:30,15.47,1.943,1,1.687,6.64,66.9,51.2,29.96,72.6,240,3.5,0.8,7,0,0,12.13
5/9/2017,5:45,15.44,1.943,1,1.689,7.37,74.3,52.7,29.97,56.4,269,5.6,1.4,9.3,0,0,12.16
5/9/2017,6:00,15.41,1.942,0.99,1.687,7.44,74.9,52.8,29.98,56,289,7.2,4.6,10.9,0,0,12.2
5/9/2017,6:15,15.37,1.942,1,1.685,7.24,72.8,52.1,29.99,50.4,288,8,4.6,11.6,0,0,12.34
5/9/2017,6:30,15.3,1.942,0.99,1.685,7.94,79.8,52.5,29.99,51.2,300,8.2,4.8,13.5,0,0,12.58
5/9/2017,6:45,15.26,1.942,0.99,1.687,7.77,77.9,53.7,29.99,52.6,315,10.8,4.9,17.2,0,0,12.84
5/9/2017,7:00,15.22,1.942,1,1.679,8.46,84.8,54.3,29.99,52.7,323,13.9,9.2,19,0,0,12.97
5/9/2017,7:15,15.17,1.942,1,1.675,9.02,90.3,54.8,30,56.6,331,15.1,10.5,19.2,0,0,13.08
5/9/2017,7:30,15.17,1.942,1,1.67,9.12,91.3,54.6,30,44.4,328,16.6,12.3,22.7,0,0,13.25
